date,location,year,month,week,yday,date_numeric,post_flood,days_since_flood,uv
2013-07-19,Finished,2013,7,29,200,15905,0,0,0.04
2013-07-19,Raw,2013,7,29,200,15905,0,0,0.102
2013-07-21,Finished,2013,7,29,202,15907,0,0,0.039
2013-07-21,Raw,2013,7,29,202,15907,0,0,0.099
2013-07-22,Finished,2013,7,30,203,15908,0,0,0.036
2013-07-22,Raw,2013,7,30,203,15908,0,0,0.09
2013-07-23,Finished,2013,7,30,204,15909,0,0,0.038
2013-07-23,Raw,2013,7,30,204,15909,0,0,0.091
2013-07-24,Finished,2013,7,30,205,15910,0,0,0.038
2013-07-24,Raw,2013,7,30,205,15910,0,0,0.095
2013-07-26,Finished,2013,7,30,207,15912,0,0,0.038
2013-07-26,Raw,2013,7,30,207,15912,0,0,0.091
2013-07-27,Finished,2013,7,30,208,15913,0,0,0.029
2013-07-27,Raw,2013,7,30,208,15913,0,0,0.088
2013-07-28,Finished,2013,7,30,209,15914,0,0,0.035
2013-07-28,Raw,2013,7,30,209,15914,0,0,0.093
2013-07-29,Finished,2013,7,31,210,15915,0,0,0.032
2013-07-29,Raw,2013,7,31,210,15915,0,0,0.073
2013-07-30,Finished,2013,7,31,211,15916,0,0,0.032
2013-07-30,Raw,2013,7,31,211,15916,0,0,0.099
2013-07-31,Finished,2013,7,31,212,15917,0,0,0.031
2013-07-31,Raw,2013,7,31,212,15917,0,0,0.095
2013-08-01,Finished,2013,8,31,213,15918,0,0,0.037
2013-08-01,Raw,2013,8,31,213,15918,0,0,0.097
2013-08-02,Finished,2013,8,31,214,15919,0,0,0.037
2013-08-02,Raw,2013,8,31,214,15919,0,0,0.094
2013-08-03,Finished,2013,8,31,215,15920,0,0,0.033
2013-08-03,Raw,2013,8,31,215,15920,0,0,0.088
2013-08-05,Finished,2013,8,32,217,15922,0,0,0.033
2013-08-05,Raw,2013,8,32,217,15922,0,0,0.09
2013-08-06,Finished,2013,8,32,218,15923,0,0,0.031
2013-08-06,Raw,2013,8,32,218,15923,0,0,0.088
2013-08-07,Finished,2013,8,32,219,15924,0,0,0.037
2013-08-07,Raw,2013,8,32,219,15924,0,0,0.1
2013-08-08,Finished,2013,8,32,220,15925,0,0,0.034
2013-08-08,Raw,2013,8,32,220,15925,0,0,0.091
2013-08-10,Finished,2013,8,32,222,15927,0,0,0.036
2013-08-10,Raw,2013,8,32,222,15927,0,0,0.089
2013-08-11,Finished,2013,8,32,223,15928,0,0,0.036
2013-08-11,Raw,2013,8,32,223,15928,0,0,0.096
2013-08-12,Finished,2013,8,33,224,15929,0,0,0.036
2013-08-12,Raw,2013,8,33,224,15929,0,0,0.09
2013-08-13,Finished,2013,8,33,225,15930,0,0,0.03
2013-08-13,Raw,2013,8,33,225,15930,0,0,0.085
2013-08-14,Finished,2013,8,33,226,15931,0,0,0.021
2013-08-14,Raw,2013,8,33,226,15931,0,0,0.08
2013-08-15,Finished,2013,8,33,227,15932,0,0,0.039
2013-08-15,Raw,2013,8,33,227,15932,0,0,0.099
2013-08-16,Finished,2013,8,33,228,15933,0,0,0.039
2013-08-16,Raw,2013,8,33,228,15933,0,0,0.099
2013-08-17,Finished,2013,8,33,229,15934,0,0,0.037
2013-08-17,Raw,2013,8,33,229,15934,0,0,0.096
2013-08-18,Finished,2013,8,33,230,15935,0,0,0.03
2013-08-18,Raw,2013,8,33,230,15935,0,0,0.09
2013-08-20,Finished,2013,8,34,232,15937,0,0,0.033
2013-08-20,Raw,2013,8,34,232,15937,0,0,0.092
2013-08-21,Finished,2013,8,34,233,15938,0,0,0.032
2013-08-21,Raw,2013,8,34,233,15938,0,0,0.091
2013-08-22,Finished,2013,8,34,234,15939,0,0,0.029
2013-08-22,Raw,2013,8,34,234,15939,0,0,0.1
2013-08-23,Finished,2013,8,34,235,15940,0,0,0.038
2013-08-23,Raw,2013,8,34,235,15940,0,0,0.088
2013-08-24,Finished,2013,8,34,236,15941,0,0,0.035
2013-08-24,Raw,2013,8,34,236,15941,0,0,0.096
2013-08-25,Finished,2013,8,34,237,15942,0,0,0.037
2013-08-25,Raw,2013,8,34,237,15942,0,0,0.103
2013-08-26,Finished,2013,8,35,238,15943,0,0,0.024
2013-08-26,Raw,2013,8,35,238,15943,0,0,0.085
2013-08-28,Finished,2013,8,35,240,15945,0,0,0.031
2013-08-28,Raw,2013,8,35,240,15945,0,0,0.095
2013-08-29,Finished,2013,8,35,241,15946,0,0,0.034
2013-08-29,Raw,2013,8,35,241,15946,0,0,0.095
2013-08-31,Finished,2013,8,35,243,15948,0,0,0.031
2013-08-31,Raw,2013,8,35,243,15948,0,0,0.088
2013-09-01,Finished,2013,9,35,244,15949,0,0,0.034
2013-09-01,Raw,2013,9,35,244,15949,0,0,0.096
2013-09-02,Finished,2013,9,36,245,15950,0,0,0.035
2013-09-02,Raw,2013,9,36,245,15950,0,0,0.11
2013-09-04,Finished,2013,9,36,247,15952,0,0,0.037
2013-09-04,Raw,2013,9,36,247,15952,0,0,0.091
2013-09-06,Finished,2013,9,36,249,15954,0,0,0.035
2013-09-06,Raw,2013,9,36,249,15954,0,0,0.092
2013-09-09,Finished,2013,9,37,252,15957,0,0,0.034
2013-09-09,Raw,2013,9,37,252,15957,0,0,0.09
2013-09-10,Finished,2013,9,37,253,15958,0,0,0.02
2013-09-10,Raw,2013,9,37,253,15958,0,0,0.079
2013-09-11,Finished,2013,9,37,254,15959,0,0,0.031
2013-09-11,Raw,2013,9,37,254,15959,0,0,0.086
2013-09-12,Finished,2013,9,37,255,15960,0,0,0.028
2013-09-12,Raw,2013,9,37,255,15960,0,0,0.088
2013-09-13,Finished,2013,9,37,256,15961,0,0,0.027
2013-09-13,Raw,2013,9,37,256,15961,0,0,0.089
2013-09-14,Finished,2013,9,37,257,15962,0,0,0.028
2013-09-15,Finished,2013,9,37,258,15963,0,0,0.027
2013-09-15,Raw,2013,9,37,258,15963,0,0,0.089
2013-09-17,Finished,2013,9,38,260,15965,0,0,0.03
2013-09-17,Raw,2013,9,38,260,15965,0,0,0.09
2013-09-19,Finished,2013,9,38,262,15967,0,0,0.026
2013-09-19,Raw,2013,9,38,262,15967,0,0,0.084
2013-09-20,Finished,2013,9,38,263,15968,0,0,0.034
2013-09-20,Raw,2013,9,38,263,15968,0,0,0.095
2013-09-21,Finished,2013,9,38,264,15969,0,0,0.031
2013-09-21,Raw,2013,9,38,264,15969,0,0,0.094
2013-09-22,Finished,2013,9,38,265,15970,0,0,0.031
2013-09-22,Raw,2013,9,38,265,15970,0,0,0.096
2013-09-23,Finished,2013,9,39,266,15971,0,0,0.028
2013-09-23,Raw,2013,9,39,266,15971,0,0,0.096
2013-09-26,Finished,2013,9,39,269,15974,0,0,0.032
2013-09-26,Raw,2013,9,39,269,15974,0,0,0.09
2013-09-27,Finished,2013,9,39,270,15975,0,0,0.032
2013-09-27,Raw,2013,9,39,270,15975,0,0,0.086
2013-09-30,Finished,2013,9,40,273,15978,0,0,0.028
2013-09-30,Raw,2013,9,40,273,15978,0,0,0.093
2013-10-01,Finished,2013,10,40,274,15979,0,0,0.036
2013-10-01,Raw,2013,10,40,274,15979,0,0,0.094
2013-10-02,Finished,2013,10,40,275,15980,0,0,0.031
2013-10-02,Raw,2013,10,40,275,15980,0,0,0.09
2013-10-03,Finished,2013,10,40,276,15981,0,0,0.031
2013-10-03,Raw,2013,10,40,276,15981,0,0,0.09
2013-10-08,Finished,2013,10,41,281,15986,0,0,0.033
2013-10-08,Raw,2013,10,41,281,15986,0,0,0.088
2013-10-10,Finished,2013,10,41,283,15988,0,0,0.034
2013-10-10,Raw,2013,10,41,283,15988,0,0,0.089
2013-10-11,Finished,2013,10,41,284,15989,0,0,0.031
2013-10-11,Raw,2013,10,41,284,15989,0,0,0.085
2013-10-17,Finished,2013,10,42,290,15995,0,0,0.036
2013-10-17,Raw,2013,10,42,290,15995,0,0,0.087
2013-10-18,Finished,2013,10,42,291,15996,0,0,0.032
2013-10-18,Raw,2013,10,42,291,15996,0,0,0.088
2013-10-19,Finished,2013,10,42,292,15997,0,0,0.033
2013-10-19,Raw,2013,10,42,292,15997,0,0,0.088
2013-10-20,Finished,2013,10,42,293,15998,0,0,0.031
2013-10-20,Raw,2013,10,42,293,15998,0,0,0.095
2013-10-21,Finished,2013,10,43,294,15999,0,0,0.03
2013-10-21,Raw,2013,10,43,294,15999,0,0,0.088
2013-10-23,Finished,2013,10,43,296,16001,0,0,0.028
2013-10-23,Raw,2013,10,43,296,16001,0,0,0.091
2013-10-25,Finished,2013,10,43,298,16003,0,0,0.032
2013-10-25,Raw,2013,10,43,298,16003,0,0,0.086
2013-10-27,Finished,2013,10,43,300,16005,0,0,0.028
2013-10-27,Raw,2013,10,43,300,16005,0,0,0.088
2013-10-28,Finished,2013,10,44,301,16006,0,0,0.033
2013-10-28,Raw,2013,10,44,301,16006,0,0,0.082
2013-10-29,Finished,2013,10,44,302,16007,0,0,0.032
2013-10-29,Raw,2013,10,44,302,16007,0,0,0.086
2013-10-30,Finished,2013,10,44,303,16008,0,0,0.036
2013-10-30,Raw,2013,10,44,303,16008,0,0,0.087
2013-11-01,Finished,2013,11,44,305,16010,0,0,0.032
2013-11-01,Raw,2013,11,44,305,16010,0,0,0.08
2013-11-05,Finished,2013,11,45,309,16014,0,0,0.03
2013-11-05,Raw,2013,11,45,309,16014,0,0,0.081
2013-11-06,Finished,2013,11,45,310,16015,0,0,0.035
2013-11-06,Raw,2013,11,45,310,16015,0,0,0.087
2013-11-07,Finished,2013,11,45,311,16016,0,0,0.031
2013-11-07,Raw,2013,11,45,311,16016,0,0,0.091
2013-11-09,Finished,2013,11,45,313,16018,0,0,0.03
2013-11-09,Raw,2013,11,45,313,16018,0,0,0.088
2013-11-12,Finished,2013,11,46,316,16021,0,0,0.036
2013-11-12,Raw,2013,11,46,316,16021,0,0,0.091
2013-11-13,Finished,2013,11,46,317,16022,0,0,0.034
2013-11-13,Raw,2013,11,46,317,16022,0,0,0.091
2013-11-14,Finished,2013,11,46,318,16023,0,0,0.031
2013-11-14,Raw,2013,11,46,318,16023,0,0,0.088
2013-11-15,Finished,2013,11,46,319,16024,0,0,0.027
2013-11-15,Raw,2013,11,46,319,16024,0,0,0.09
2013-11-16,Finished,2013,11,46,320,16025,0,0,0.033
2013-11-16,Raw,2013,11,46,320,16025,0,0,0.093
2013-11-17,Finished,2013,11,46,321,16026,0,0,0.037
2013-11-17,Raw,2013,11,46,321,16026,0,0,0.097
2013-11-18,Finished,2013,11,47,322,16027,0,0,0.029
2013-11-18,Raw,2013,11,47,322,16027,0,0,0.088
2013-11-19,Finished,2013,11,47,323,16028,0,0,0.038
2013-11-19,Raw,2013,11,47,323,16028,0,0,0.105
2013-11-20,Finished,2013,11,47,324,16029,0,0,0.034
2013-11-20,Raw,2013,11,47,324,16029,0,0,0.095
2013-11-21,Finished,2013,11,47,325,16030,0,0,0.036
2013-11-21,Raw,2013,11,47,325,16030,0,0,0.091
2013-11-23,Finished,2013,11,47,327,16032,0,0,0.034
2013-11-23,Raw,2013,11,47,327,16032,0,0,0.094
2013-11-24,Finished,2013,11,47,328,16033,0,0,0.027
2013-11-24,Raw,2013,11,47,328,16033,0,0,0.088
2013-11-25,Finished,2013,11,48,329,16034,0,0,0.031
2013-11-25,Raw,2013,11,48,329,16034,0,0,0.09
2013-11-26,Finished,2013,11,48,330,16035,0,0,0.033
2013-11-26,Raw,2013,11,48,330,16035,0,0,0.094
2013-11-27,Finished,2013,11,48,331,16036,0,0,0.038
2013-11-27,Raw,2013,11,48,331,16036,0,0,0.1
2013-11-28,Finished,2013,11,48,332,16037,0,0,0.04
2013-11-28,Raw,2013,11,48,332,16037,0,0,0.114
2013-11-29,Finished,2013,11,48,333,16038,0,0,0.036
2013-11-29,Raw,2013,11,48,333,16038,0,0,0.096
2013-12-02,Finished,2013,12,49,336,16041,0,0,0.041
2013-12-02,Raw,2013,12,49,336,16041,0,0,0.117
2013-12-03,Finished,2013,12,49,337,16042,0,0,0.032
2013-12-03,Raw,2013,12,49,337,16042,0,0,0.096
2013-12-04,Finished,2013,12,49,338,16043,0,0,0.035
2013-12-04,Raw,2013,12,49,338,16043,0,0,0.108
2013-12-05,Finished,2013,12,49,339,16044,0,0,0.038
2013-12-05,Raw,2013,12,49,339,16044,0,0,0.104
2013-12-06,Finished,2013,12,49,340,16045,0,0,0.023
2013-12-06,Raw,2013,12,49,340,16045,0,0,0.106
2013-12-11,Finished,2013,12,50,345,16050,0,0,0.037
2013-12-11,Raw,2013,12,50,345,16050,0,0,0.104
2013-12-12,Finished,2013,12,50,346,16051,0,0,0.028
2013-12-12,Raw,2013,12,50,346,16051,0,0,0.097
2013-12-13,Finished,2013,12,50,347,16052,0,0,0.034
2013-12-13,Raw,2013,12,50,347,16052,0,0,0.101
2013-12-14,Finished,2013,12,50,348,16053,0,0,0.04
2013-12-14,Raw,2013,12,50,348,16053,0,0,0.106
2013-12-15,Finished,2013,12,50,349,16054,0,0,0.037
2013-12-15,Raw,2013,12,50,349,16054,0,0,0.106
2013-12-16,Finished,2013,12,51,350,16055,0,0,0.036
2013-12-16,Raw,2013,12,51,350,16055,0,0,0.112
2013-12-17,Finished,2013,12,51,351,16056,0,0,0.042
2013-12-17,Raw,2013,12,51,351,16056,0,0,0.102
2013-12-18,Finished,2013,12,51,352,16057,0,0,0.029
2013-12-18,Raw,2013,12,51,352,16057,0,0,0.099
2013-12-19,Finished,2013,12,51,353,16058,0,0,0.039
2013-12-19,Raw,2013,12,51,353,16058,0,0,0.103
2013-12-20,Finished,2013,12,51,354,16059,0,0,0.039
2013-12-20,Raw,2013,12,51,354,16059,0,0,0.111
2013-12-21,Finished,2013,12,51,355,16060,0,0,0.038
2013-12-21,Raw,2013,12,51,355,16060,0,0,0.107
2013-12-22,Finished,2013,12,51,356,16061,0,0,0.033
2013-12-22,Raw,2013,12,51,356,16061,0,0,0.102
2013-12-23,Finished,2013,12,52,357,16062,0,0,0.038
2013-12-23,Raw,2013,12,52,357,16062,0,0,0.113
2013-12-24,Finished,2013,12,52,358,16063,0,0,0.035
2013-12-24,Raw,2013,12,52,358,16063,0,0,0.118
2013-12-25,Finished,2013,12,52,359,16064,0,0,0.035
2013-12-25,Raw,2013,12,52,359,16064,0,0,0.12
2013-12-27,Finished,2013,12,52,361,16066,0,0,0.04
2013-12-27,Raw,2013,12,52,361,16066,0,0,0.115
2013-12-30,Finished,2013,12,1,364,16069,0,0,0.036
2013-12-30,Raw,2013,12,1,364,16069,0,0,0.119
2013-12-31,Finished,2013,12,1,365,16070,0,0,0.037
2013-12-31,Raw,2013,12,1,365,16070,0,0,0.114
2014-01-01,Finished,2014,1,1,1,16071,0,0,0.042
2014-01-01,Raw,2014,1,1,1,16071,0,0,0.118
2014-01-02,Finished,2014,1,1,2,16072,0,0,0.037
2014-01-02,Raw,2014,1,1,2,16072,0,0,0.118
2014-01-05,Finished,2014,1,1,5,16075,0,0,0.043
2014-01-05,Raw,2014,1,1,5,16075,0,0,0.118
2014-01-07,Finished,2014,1,2,7,16077,0,0,0.042
2014-01-07,Raw,2014,1,2,7,16077,0,0,0.113
2014-01-08,Finished,2014,1,2,8,16078,0,0,0.044
2014-01-08,Raw,2014,1,2,8,16078,0,0,0.119
2014-01-09,Finished,2014,1,2,9,16079,0,0,0.036
2014-01-09,Raw,2014,1,2,9,16079,0,0,0.117
2014-01-10,Finished,2014,1,2,10,16080,0,0,0.034
2014-01-10,Raw,2014,1,2,10,16080,0,0,0.111
2014-01-11,Finished,2014,1,2,11,16081,0,0,0.036
2014-01-11,Raw,2014,1,2,11,16081,0,0,0.109
2014-01-12,Finished,2014,1,2,12,16082,0,0,0.043
2014-01-12,Raw,2014,1,2,12,16082,0,0,0.128
2014-01-13,Finished,2014,1,3,13,16083,0,0,0.043
2014-01-13,Raw,2014,1,3,13,16083,0,0,0.119
2014-01-14,Finished,2014,1,3,14,16084,0,0,0.049
2014-01-14,Raw,2014,1,3,14,16084,0,0,0.123
2014-01-15,Finished,2014,1,3,15,16085,0,0,0.043
2014-01-15,Raw,2014,1,3,15,16085,0,0,0.126
2014-01-16,Finished,2014,1,3,16,16086,0,0,0.04
2014-01-16,Raw,2014,1,3,16,16086,0,0,0.117
2014-01-17,Finished,2014,1,3,17,16087,0,0,0.043
2014-01-17,Raw,2014,1,3,17,16087,0,0,0.123
2014-01-18,Finished,2014,1,3,18,16088,0,0,0.044
2014-01-18,Raw,2014,1,3,18,16088,0,0,0.124
2014-01-19,Finished,2014,1,3,19,16089,0,0,0.04
2014-01-19,Raw,2014,1,3,19,16089,0,0,0.122
2014-01-20,Finished,2014,1,4,20,16090,0,0,0.035
2014-01-20,Raw,2014,1,4,20,16090,0,0,0.121
2014-01-21,Finished,2014,1,4,21,16091,0,0,0.042
2014-01-21,Raw,2014,1,4,21,16091,0,0,0.125
2014-01-22,Finished,2014,1,4,22,16092,0,0,0.038
2014-01-22,Raw,2014,1,4,22,16092,0,0,0.126
2014-01-23,Finished,2014,1,4,23,16093,0,0,0.04
2014-01-23,Raw,2014,1,4,23,16093,0,0,0.128
2014-01-24,Finished,2014,1,4,24,16094,0,0,0.039
2014-01-24,Raw,2014,1,4,24,16094,0,0,0.12
2014-01-27,Finished,2014,1,5,27,16097,0,0,0.047
2014-01-27,Raw,2014,1,5,27,16097,0,0,0.126
2014-01-28,Finished,2014,1,5,28,16098,0,0,0.045
2014-01-28,Raw,2014,1,5,28,16098,0,0,0.129
2014-01-29,Finished,2014,1,5,29,16099,0,0,0.045
2014-01-29,Raw,2014,1,5,29,16099,0,0,0.128
2014-01-30,Finished,2014,1,5,30,16100,0,0,0.048
2014-01-30,Raw,2014,1,5,30,16100,0,0,0.125
2014-01-31,Finished,2014,1,5,31,16101,0,0,0.053
2014-01-31,Raw,2014,1,5,31,16101,0,0,0.137
2014-02-01,Finished,2014,2,5,32,16102,0,0,0.047
2014-02-01,Raw,2014,2,5,32,16102,0,0,0.125
2014-02-02,Finished,2014,2,5,33,16103,0,0,0.048
2014-02-02,Raw,2014,2,5,33,16103,0,0,0.128
2014-02-03,Finished,2014,2,6,34,16104,0,0,0.045
2014-02-03,Raw,2014,2,6,34,16104,0,0,0.125
2014-02-06,Finished,2014,2,6,37,16107,0,0,0.056
2014-02-06,Raw,2014,2,6,37,16107,0,0,0.132
2014-02-07,Finished,2014,2,6,38,16108,0,0,0.049
2014-02-07,Raw,2014,2,6,38,16108,0,0,0.129
2014-02-08,Finished,2014,2,6,39,16109,0,0,0.048
2014-02-08,Raw,2014,2,6,39,16109,0,0,0.135
2014-02-09,Finished,2014,2,6,40,16110,0,0,0.047
2014-02-09,Raw,2014,2,6,40,16110,0,0,0.129
2014-02-11,Finished,2014,2,7,42,16112,0,0,0.04
2014-02-11,Raw,2014,2,7,42,16112,0,0,0.123
2014-02-12,Finished,2014,2,7,43,16113,0,0,0.04
2014-02-12,Raw,2014,2,7,43,16113,0,0,0.124
2014-02-13,Finished,2014,2,7,44,16114,0,0,0.051
2014-02-13,Raw,2014,2,7,44,16114,0,0,0.124
2014-02-14,Finished,2014,2,7,45,16115,0,0,0.047
2014-02-14,Raw,2014,2,7,45,16115,0,0,0.129
2014-02-15,Finished,2014,2,7,46,16116,0,0,0.051
2014-02-15,Raw,2014,2,7,46,16116,0,0,0.133
2014-02-20,Finished,2014,2,8,51,16121,0,0,0.045
2014-02-20,Raw,2014,2,8,51,16121,0,0,0.128
2014-02-21,Finished,2014,2,8,52,16122,0,0,0.042
2014-02-21,Raw,2014,2,8,52,16122,0,0,0.122
2014-02-24,Finished,2014,2,9,55,16125,0,0,0.053
2014-02-24,Raw,2014,2,9,55,16125,0,0,0.128
2014-02-25,Finished,2014,2,9,56,16126,0,0,0.032
2014-02-25,Raw,2014,2,9,56,16126,0,0,0.117
2014-02-26,Finished,2014,2,9,57,16127,0,0,0.05
2014-02-26,Raw,2014,2,9,57,16127,0,0,0.131
2014-02-27,Finished,2014,2,9,58,16128,0,0,0.051
2014-02-27,Raw,2014,2,9,58,16128,0,0,0.135
2014-02-28,Finished,2014,2,9,59,16129,0,0,0.044
2014-02-28,Raw,2014,2,9,59,16129,0,0,0.128
2014-03-01,Finished,2014,3,9,60,16130,0,0,0.045
2014-03-01,Raw,2014,3,9,60,16130,0,0,0.133
2014-03-02,Finished,2014,3,9,61,16131,0,0,0.051
2014-03-02,Raw,2014,3,9,61,16131,0,0,0.133
2014-03-05,Finished,2014,3,10,64,16134,0,0,0.05
2014-03-05,Raw,2014,3,10,64,16134,0,0,0.13
2014-03-06,Finished,2014,3,10,65,16135,0,0,0.046
2014-03-06,Raw,2014,3,10,65,16135,0,0,0.134
2014-03-08,Finished,2014,3,10,67,16137,0,0,0.047
2014-03-08,Raw,2014,3,10,67,16137,0,0,0.131
2014-03-09,Finished,2014,3,10,68,16138,0,0,0.049
2014-03-09,Raw,2014,3,10,68,16138,0,0,0.129
2014-03-10,Finished,2014,3,11,69,16139,0,0,0.048
2014-03-10,Raw,2014,3,11,69,16139,0,0,0.137
2014-03-11,Finished,2014,3,11,70,16140,0,0,0.059
2014-03-11,Raw,2014,3,11,70,16140,0,0,0.137
2014-03-12,Finished,2014,3,11,71,16141,0,0,0.049
2014-03-12,Raw,2014,3,11,71,16141,0,0,0.13
2014-03-13,Finished,2014,3,11,72,16142,0,0,0.043
2014-03-13,Raw,2014,3,11,72,16142,0,0,0.127
2014-03-14,Finished,2014,3,11,73,16143,0,0,0.051
2014-03-14,Raw,2014,3,11,73,16143,0,0,0.135
2014-03-15,Finished,2014,3,11,74,16144,0,0,0.055
2014-03-15,Raw,2014,3,11,74,16144,0,0,0.132
2014-03-16,Finished,2014,3,11,75,16145,0,0,0.051
2014-03-16,Raw,2014,3,11,75,16145,0,0,0.129
2014-03-17,Finished,2014,3,12,76,16146,0,0,0.047
2014-03-17,Raw,2014,3,12,76,16146,0,0,0.13
2014-03-18,Finished,2014,3,12,77,16147,0,0,0.046
2014-03-18,Raw,2014,3,12,77,16147,0,0,0.136
2014-03-20,Finished,2014,3,12,79,16149,0,0,0.045
2014-03-20,Raw,2014,3,12,79,16149,0,0,0.132
2014-03-21,Finished,2014,3,12,80,16150,0,0,0.042
2014-03-21,Raw,2014,3,12,80,16150,0,0,0.127
2014-03-24,Finished,2014,3,13,83,16153,0,0,0.048
2014-03-24,Raw,2014,3,13,83,16153,0,0,0.135
2014-03-25,Finished,2014,3,13,84,16154,0,0,0.047
2014-03-25,Raw,2014,3,13,84,16154,0,0,0.129
2014-03-27,Finished,2014,3,13,86,16156,0,0,0.054
2014-03-27,Raw,2014,3,13,86,16156,0,0,0.133
2014-03-28,Finished,2014,3,13,87,16157,0,0,0.045
2014-03-28,Raw,2014,3,13,87,16157,0,0,0.131
2014-03-29,Finished,2014,3,13,88,16158,0,0,0.065
2014-03-29,Raw,2014,3,13,88,16158,0,0,0.155
2014-03-30,Finished,2014,3,13,89,16159,0,0,0.043
2014-03-30,Raw,2014,3,13,89,16159,0,0,0.128
2014-04-02,Finished,2014,4,14,92,16162,0,0,0.047
2014-04-02,Raw,2014,4,14,92,16162,0,0,0.138
2014-04-03,Finished,2014,4,14,93,16163,0,0,0.043
2014-04-03,Raw,2014,4,14,93,16163,0,0,0.129
2014-04-04,Finished,2014,4,14,94,16164,0,0,0.048
2014-04-04,Raw,2014,4,14,94,16164,0,0,0.139
2014-04-05,Finished,2014,4,14,95,16165,0,0,0.047
2014-04-05,Raw,2014,4,14,95,16165,0,0,0.122
2014-04-06,Finished,2014,4,14,96,16166,0,0,0.047
2014-04-06,Raw,2014,4,14,96,16166,0,0,0.136
2014-04-07,Finished,2014,4,15,97,16167,0,0,0.049
2014-04-07,Raw,2014,4,15,97,16167,0,0,0.136
2014-04-08,Finished,2014,4,15,98,16168,0,0,0.048
2014-04-08,Raw,2014,4,15,98,16168,0,0,0.134
2014-04-09,Finished,2014,4,15,99,16169,0,0,0.051
2014-04-09,Raw,2014,4,15,99,16169,0,0,0.13
2014-04-10,Finished,2014,4,15,100,16170,0,0,0.059
2014-04-10,Raw,2014,4,15,100,16170,0,0,0.141
2014-04-11,Finished,2014,4,15,101,16171,0,0,0.051
2014-04-11,Raw,2014,4,15,101,16171,0,0,0.136
2014-04-12,Finished,2014,4,15,102,16172,0,0,0.049
2014-04-12,Raw,2014,4,15,102,16172,0,0,0.133
2014-04-13,Finished,2014,4,15,103,16173,0,0,0.051
2014-04-13,Raw,2014,4,15,103,16173,0,0,0.134
2014-04-14,Finished,2014,4,16,104,16174,0,0,0.045
2014-04-14,Raw,2014,4,16,104,16174,0,0,0.128
2014-04-15,Finished,2014,4,16,105,16175,0,0,0.043
2014-04-15,Raw,2014,4,16,105,16175,0,0,0.133
2014-04-17,Finished,2014,4,16,107,16177,0,0,0.043
2014-04-17,Raw,2014,4,16,107,16177,0,0,0.136
2014-04-18,Finished,2014,4,16,108,16178,0,0,0.035
2014-04-18,Raw,2014,4,16,108,16178,0,0,0.117
2014-04-21,Finished,2014,4,17,111,16181,0,0,0.05
2014-04-21,Raw,2014,4,17,111,16181,0,0,0.136
2014-04-22,Finished,2014,4,17,112,16182,0,0,0.048
2014-04-22,Raw,2014,4,17,112,16182,0,0,0.137
2014-04-23,Finished,2014,4,17,113,16183,0,0,0.048
2014-04-23,Raw,2014,4,17,113,16183,0,0,0.146
2014-04-24,Finished,2014,4,17,114,16184,0,0,0.048
2014-04-24,Raw,2014,4,17,114,16184,0,0,0.138
2014-04-25,Finished,2014,4,17,115,16185,0,0,0.048
2014-04-25,Raw,2014,4,17,115,16185,0,0,0.135
2014-04-26,Finished,2014,4,17,116,16186,0,0,0.045
2014-04-26,Raw,2014,4,17,116,16186,0,0,0.138
2014-04-30,Finished,2014,4,18,120,16190,0,0,0.045
2014-04-30,Raw,2014,4,18,120,16190,0,0,0.135
2014-05-01,Finished,2014,5,18,121,16191,0,0,0.037
2014-05-01,Raw,2014,5,18,121,16191,0,0,0.13
2014-05-03,Finished,2014,5,18,123,16193,0,0,0.039
2014-05-03,Raw,2014,5,18,123,16193,0,0,0.134
2014-05-04,Finished,2014,5,18,124,16194,0,0,0.047
2014-05-04,Raw,2014,5,18,124,16194,0,0,0.137
2014-05-05,Finished,2014,5,19,125,16195,0,0,0.041
2014-05-05,Raw,2014,5,19,125,16195,0,0,0.128
2014-05-06,Finished,2014,5,19,126,16196,0,0,0.045
2014-05-06,Raw,2014,5,19,126,16196,0,0,0.14
2014-05-07,Finished,2014,5,19,127,16197,0,0,0.045
2014-05-07,Raw,2014,5,19,127,16197,0,0,0.133
2014-05-08,Finished,2014,5,19,128,16198,0,0,0.043
2014-05-08,Raw,2014,5,19,128,16198,0,0,0.131
2014-05-09,Finished,2014,5,19,129,16199,0,0,0.045
2014-05-09,Raw,2014,5,19,129,16199,0,0,0.129
2014-05-10,Finished,2014,5,19,130,16200,0,0,0.048
2014-05-10,Raw,2014,5,19,130,16200,0,0,0.134
2014-05-11,Finished,2014,5,19,131,16201,0,0,0.047
2014-05-11,Raw,2014,5,19,131,16201,0,0,0.132
2014-05-12,Finished,2014,5,20,132,16202,0,0,0.043
2014-05-12,Raw,2014,5,20,132,16202,0,0,0.132
2014-05-13,Finished,2014,5,20,133,16203,0,0,0.037
2014-05-13,Raw,2014,5,20,133,16203,0,0,0.12
2014-05-14,Finished,2014,5,20,134,16204,0,0,0.045
2014-05-14,Raw,2014,5,20,134,16204,0,0,0.133
2014-05-20,Finished,2014,5,21,140,16210,0,0,0.041
2014-05-20,Raw,2014,5,21,140,16210,0,0,0.122
2014-05-21,Finished,2014,5,21,141,16211,0,0,0.036
2014-05-21,Raw,2014,5,21,141,16211,0,0,0.115
2014-05-22,Finished,2014,5,21,142,16212,0,0,0.041
